Recency,Frequency,Monetary,R,F,M,RFM_Level,RFM_Score,Cluster
50,15,78.05,4,4,3,VIP,11,0
110,10,78.0,3,3,3,VIP,9,0
33,13,78.0,4,4,3,VIP,11,0
39,11,78.0,4,3,3,VIP,10,0
22,10,78.0,4,3,3,VIP,10,0
275,10,78.0,2,3,3,LOYAL,8,0
95,9,77.9,3,2,3,NEW,8,0
122,11,77.85,3,3,3,VIP,9,0
32,14,77.8,4,4,3,VIP,11,0
170,6,77.8,2,1,3,CHURN,6,0
53,14,77.7,4,4,3,VIP,11,0
27,11,77.7,4,3,3,VIP,10,0
4,9,77.7,4,2,3,NEW,9,0
101,9,77.6,3,2,3,NEW,8,0
52,14,77.56,4,4,3,VIP,11,0
122,11,77.54,3,3,3,VIP,9,0
17,11,77.52,4,3,3,VIP,10,0
61,12,77.32,3,3,3,VIP,9,0
9,8,77.3,4,2,3,NEW,9,0
10,8,77.25,4,2,3,NEW,9,0
318,7,77.24,1,2,3,CHURN,6,1
442,10,77.2,1,3,3,LOYAL,7,1
23,12,77.15,4,3,3,VIP,10,0
125,8,76.95,3,2,3,NEW,8,0
227,10,76.95,2,3,3,LOYAL,8,0
1,11,76.94,4,3,3,VIP,10,0
1,10,76.9,4,3,3,VIP,10,0
242,17,76.9,2,4,3,LOYAL,9,2
182,6,76.9,2,1,3,CHURN,6,0
30,11,76.9,4,3,3,VIP,10,0
143,10,76.85,2,3,3,LOYAL,8,0
161,6,76.8,2,1,3,CHURN,6,0
234,10,76.8,2,3,3,LOYAL,8,0
19,6,76.8,4,1,3,NEW,8,0
160,14,76.76,2,4,3,LOYAL,9,0
346,9,76.71,1,2,3,CHURN,6,1
164,8,76.7,2,2,3,CHURN,7,0
136,7,76.7,3,2,3,NEW,8,0
296,6,76.65,1,1,3,CHURN,5,1
153,16,76.65,2,4,3,LOYAL,9,0
241,5,76.6,2,1,3,CHURN,6,0
369,8,76.6,1,2,3,CHURN,6,1
59,15,76.52,3,4,3,VIP,10,0
73,11,76.5,3,3,3,VIP,9,0
185,13,76.5,2,4,3,LOYAL,9,0
199,10,76.4,2,3,3,LOYAL,8,0
117,14,76.3,3,4,3,VIP,10,0
149,8,76.3,2,2,3,CHURN,7,0
295,10,76.3,1,3,3,LOYAL,7,0
353,12,76.3,1,3,3,LOYAL,7,1
157,7,76.25,2,2,3,CHURN,7,0
376,11,76.2,1,3,3,LOYAL,7,1
17,13,76.2,4,4,3,VIP,11,0
26,15,76.17,4,4,3,VIP,11,0
320,8,76.12,1,2,3,CHURN,6,1
395,7,76.1,1,2,3,CHURN,6,1
166,8,76.1,2,2,3,CHURN,7,0
12,12,76.1,4,3,3,VIP,10,0
149,10,76.04,2,3,3,LOYAL,8,0
119,11,76.0,3,3,3,VIP,9,0
370,5,76.0,1,1,3,CHURN,5,1
76,9,76.0,3,2,3,NEW,8,0
134,10,76.0,3,3,3,VIP,9,0
171,8,76.0,2,2,3,CHURN,7,0
350,13,75.9,1,4,3,LOYAL,8,0
7,8,75.9,4,2,3,NEW,9,0
393,8,75.9,1,2,3,CHURN,6,1
80,10,75.86,3,3,3,VIP,9,0
41,11,75.86,4,3,3,VIP,10,0
249,12,75.75,2,3,3,LOYAL,8,0
93,12,75.74,3,3,3,VIP,9,0
219,6,75.7,2,1,3,CHURN,6,0
179,6,75.7,2,1,3,CHURN,6,0
176,10,75.7,2,3,3,LOYAL,8,0
205,10,75.6,2,3,3,LOYAL,8,0
511,3,75.6,1,1,3,CHURN,5,1
77,12,75.55,3,3,3,VIP,9,0
598,8,75.54,1,2,3,CHURN,6,1
63,8,75.5,3,2,3,NEW,8,0
264,6,75.5,2,1,3,CHURN,6,0
280,9,75.5,2,2,3,CHURN,7,0
91,11,75.49,3,3,3,VIP,9,0
192,9,75.45,2,2,3,CHURN,7,0
129,17,75.45,3,4,3,VIP,10,2
123,10,75.4,3,3,3,VIP,9,0
333,8,75.3,1,2,3,CHURN,6,1
239,10,75.3,2,3,3,LOYAL,8,0
411,4,75.2,1,1,3,CHURN,5,1
133,7,75.2,3,2,3,NEW,8,0
44,13,75.2,4,4,3,VIP,11,0
88,10,75.1,3,3,3,VIP,9,0
70,7,75.04,3,2,3,NEW,8,0
461,8,75.0,1,2,3,CHURN,6,1
473,9,75.0,1,2,3,CHURN,6,1
29,13,74.95,4,4,3,VIP,11,0
106,10,74.9,3,3,2,CHURN,8,0
35,6,74.9,4,1,3,NEW,8,0
106,9,74.9,3,2,3,NEW,8,0
31,13,74.9,4,4,3,VIP,11,0
1,17,74.9,4,4,3,VIP,11,2
292,10,74.9,1,3,3,LOYAL,7,0
127,11,74.9,3,3,3,VIP,9,0
133,9,74.85,3,2,2,NEW,7,0
392,10,74.8,1,3,2,LOYAL,6,1
36,6,74.76,4,1,2,NEW,7,0
90,10,74.76,3,3,2,CHURN,8,0
32,10,74.75,4,3,2,CHURN,9,0
119,11,74.7,3,3,2,CHURN,8,0
90,12,74.7,3,3,2,CHURN,8,0
211,7,74.66,2,2,2,CHURN,6,0
147,11,74.65,2,3,2,LOYAL,7,0
335,9,74.6,1,2,2,CHURN,5,1
194,16,74.59,2,4,2,LOYAL,8,0
229,9,74.5,2,2,2,CHURN,6,0
115,10,74.49,3,3,2,CHURN,8,0
97,10,74.44,3,3,2,CHURN,8,0
40,10,74.44,4,3,2,CHURN,9,0
7,12,74.4,4,3,2,CHURN,9,0
179,8,74.3,2,2,2,CHURN,6,0
31,13,74.3,4,4,2,CHURN,10,0
53,11,74.2,4,3,2,CHURN,9,0
292,4,74.2,1,1,2,CHURN,4,1
194,9,74.2,2,2,2,CHURN,6,0
266,8,74.2,2,2,2,CHURN,6,0
224,7,74.19,2,2,2,CHURN,6,0
308,9,74.16,1,2,2,CHURN,5,1
175,10,74.04,2,3,2,LOYAL,7,0
22,9,74.0,4,2,2,NEW,8,0
238,12,74.0,2,3,2,LOYAL,7,0
61,13,73.98,3,4,2,CHURN,9,0
98,8,73.96,3,2,2,NEW,7,0
72,10,73.92,3,3,2,CHURN,8,0
180,15,73.92,2,4,2,LOYAL,8,0
269,6,73.9,2,1,2,CHURN,5,0
75,11,73.9,3,3,2,CHURN,8,0
148,7,73.9,2,2,2,CHURN,6,0
37,6,73.9,4,1,2,NEW,7,0
78,10,73.84,3,3,2,CHURN,8,0
56,12,73.82,4,3,2,CHURN,9,0
186,10,73.7,2,3,2,LOYAL,7,0
22,8,73.7,4,2,2,NEW,8,0
147,11,73.62,2,3,2,LOYAL,7,0
48,11,73.6,4,3,2,CHURN,9,0
190,7,73.6,2,2,2,CHURN,6,0
222,10,73.5,2,3,2,LOYAL,7,0
385,2,73.5,1,1,2,CHURN,4,1
38,9,73.5,4,2,2,NEW,8,0
18,11,73.5,4,3,2,CHURN,9,0
50,8,73.47,4,2,2,NEW,8,0
76,8,73.4,3,2,2,NEW,7,0
412,8,73.4,1,2,2,CHURN,5,1
627,6,73.4,1,1,2,CHURN,4,1
315,6,73.3,1,1,2,CHURN,4,1
163,14,73.23,2,4,2,LOYAL,8,0
198,13,73.22,2,4,2,LOYAL,8,0
14,12,73.2,4,3,2,CHURN,9,0
231,9,73.2,2,2,2,CHURN,6,0
296,9,73.14,1,2,2,CHURN,5,0
83,9,73.1,3,2,2,NEW,7,0
96,10,73.1,3,3,2,CHURN,8,0
132,5,73.0,3,1,2,NEW,6,0
100,9,73.0,3,2,2,NEW,7,0
89,7,73.0,3,2,2,NEW,7,0
40,14,73.0,4,4,2,CHURN,10,0
43,14,72.99,4,4,2,CHURN,10,0
294,10,72.96,1,3,2,LOYAL,6,0
44,6,72.94,4,1,2,NEW,7,0
193,6,72.9,2,1,2,CHURN,5,0
132,9,72.85,3,2,2,NEW,7,0
81,9,72.8,3,2,2,NEW,7,0
345,9,72.8,1,2,2,CHURN,5,1
44,14,72.8,4,4,2,CHURN,10,0
263,12,72.72,2,3,2,LOYAL,7,0
161,10,72.7,2,3,2,LOYAL,7,0
429,6,72.7,1,1,2,CHURN,4,1
98,9,72.6,3,2,2,NEW,7,0
20,11,72.5,4,3,2,CHURN,9,0
156,8,72.4,2,2,2,CHURN,6,0
7,16,72.3,4,4,2,CHURN,10,0
28,10,72.22,4,3,2,CHURN,9,0
302,5,72.2,1,1,2,CHURN,4,1
3,7,72.2,4,2,2,NEW,8,0
301,12,72.2,1,3,2,LOYAL,6,0
136,13,72.2,3,4,2,CHURN,9,0
411,14,72.16,1,4,2,LOYAL,7,1
38,7,72.16,4,2,2,NEW,8,0
95,10,72.12,3,3,2,CHURN,8,0
145,10,72.1,2,3,2,LOYAL,7,0
33,12,72.1,4,3,2,CHURN,9,0
343,5,72.06,1,1,2,CHURN,4,1
26,9,72.05,4,2,2,NEW,8,0
236,10,72.0,2,3,2,LOYAL,7,0
228,8,72.0,2,2,2,CHURN,6,0
24,12,72.0,4,3,2,CHURN,9,0
242,6,72.0,2,1,2,CHURN,5,0
75,10,71.96,3,3,2,CHURN,8,0
243,8,71.9,2,2,2,CHURN,6,0
178,13,71.9,2,4,2,LOYAL,8,0
11,10,71.9,4,3,2,CHURN,9,0
3,12,71.9,4,3,2,CHURN,9,0
100,7,71.8,3,2,2,NEW,7,0
63,16,71.67,3,4,2,CHURN,9,0
346,9,71.6,1,2,2,CHURN,5,1
134,13,71.5,3,4,2,CHURN,9,0
408,5,71.5,1,1,2,CHURN,4,1
44,12,71.5,4,3,2,CHURN,9,0
132,11,71.4,3,3,2,CHURN,8,0
240,7,71.4,2,2,2,CHURN,6,0
220,10,71.36,2,3,2,LOYAL,7,0
31,10,71.35,4,3,2,CHURN,9,0
381,11,71.32,1,3,2,LOYAL,6,1
29,8,71.3,4,2,2,NEW,8,0
67,8,71.3,3,2,2,NEW,7,0
292,7,71.3,1,2,2,CHURN,5,1
280,7,71.3,2,2,2,CHURN,6,1
156,8,71.25,2,2,2,CHURN,6,0
191,11,71.2,2,3,2,LOYAL,7,0
321,8,71.2,1,2,2,CHURN,5,1
541,6,71.2,1,1,2,CHURN,4,1
59,9,71.1,3,2,2,NEW,7,0
55,17,71.1,4,4,2,CHURN,10,0
90,12,71.05,3,3,2,CHURN,8,0
289,8,71.0,1,2,2,CHURN,5,0
36,8,71.0,4,2,2,NEW,8,0
53,4,71.0,4,1,2,NEW,7,0
236,11,70.96,2,3,2,LOYAL,7,0
247,7,70.96,2,2,2,CHURN,6,0
147,5,70.9,2,1,2,CHURN,5,0
205,10,70.8,2,3,2,LOYAL,7,0
93,6,70.8,3,1,2,NEW,6,0
50,12,70.8,4,3,2,CHURN,9,0
376,7,70.79,1,2,2,CHURN,5,1
336,4,70.72,1,1,2,CHURN,4,1
204,9,70.7,2,2,2,CHURN,6,0
184,7,70.7,2,2,2,CHURN,6,0
12,9,70.7,4,2,2,NEW,8,0
60,10,70.6,3,3,2,CHURN,8,0
28,12,70.55,4,3,2,CHURN,9,0
144,7,70.5,2,2,2,CHURN,6,0
5,4,70.5,4,1,2,NEW,7,0
92,4,70.4,3,1,2,NEW,6,0
59,9,70.4,3,2,2,NEW,7,0
372,7,70.4,1,2,2,CHURN,5,1
398,9,70.4,1,2,2,CHURN,5,1
50,9,70.4,4,2,2,NEW,8,0
349,17,70.39,1,4,2,LOYAL,7,0
287,9,70.38,1,2,2,CHURN,5,0
313,4,70.32,1,1,2,CHURN,4,1
122,8,70.3,3,2,2,NEW,7,0
198,10,70.3,2,3,2,LOYAL,7,0
68,9,70.25,3,2,2,NEW,7,0
111,9,70.2,3,2,2,NEW,7,0
16,10,70.2,4,3,2,CHURN,9,0
141,8,70.1,3,2,2,NEW,7,0
103,10,70.1,3,3,2,CHURN,8,0
214,10,70.1,2,3,2,LOYAL,7,0
265,10,70.0,2,3,2,LOYAL,7,0
319,8,70.0,1,2,2,CHURN,5,1
94,10,70.0,3,3,2,CHURN,8,0
395,8,69.92,1,2,2,CHURN,5,1
113,14,69.9,3,4,2,CHURN,9,0
80,11,69.9,3,3,2,CHURN,8,0
154,5,69.9,2,1,2,CHURN,5,0
267,5,69.8,2,1,2,CHURN,5,1
188,11,69.75,2,3,2,LOYAL,7,0
311,7,69.7,1,2,2,CHURN,5,1
355,8,69.7,1,2,2,CHURN,5,1
522,6,69.65,1,1,2,CHURN,4,1
83,8,69.65,3,2,2,NEW,7,0
68,15,69.6,3,4,2,CHURN,9,0
42,12,69.6,4,3,2,CHURN,9,0
237,4,69.6,2,1,2,CHURN,5,0
133,7,69.5,3,2,2,NEW,7,0
225,8,69.5,2,2,2,CHURN,6,0
27,12,69.5,4,3,2,CHURN,9,0
17,12,69.41,4,3,2,CHURN,9,0
95,7,69.4,3,2,2,NEW,7,0
72,11,69.4,3,3,2,CHURN,8,0
207,15,69.4,2,4,2,LOYAL,8,0
264,6,69.35,2,1,2,CHURN,5,0
110,12,69.32,3,3,2,CHURN,8,0
217,9,69.3,2,2,2,CHURN,6,0
171,7,69.3,2,2,2,CHURN,6,0
341,7,69.26,1,2,2,CHURN,5,1
164,15,69.26,2,4,2,LOYAL,8,0
125,14,69.25,3,4,2,CHURN,9,0
98,10,69.23,3,3,2,CHURN,8,0
118,8,69.2,3,2,2,NEW,7,0
97,8,69.2,3,2,2,NEW,7,0
135,9,69.1,3,2,2,NEW,7,0
291,10,69.1,1,3,2,LOYAL,6,0
366,8,69.1,1,2,2,CHURN,5,1
7,9,69.04,4,2,2,NEW,8,0
74,12,69.0,3,3,2,CHURN,8,0
302,13,68.9,1,4,2,LOYAL,7,0
119,10,68.9,3,3,2,CHURN,8,0
353,5,68.9,1,1,2,CHURN,4,1
272,10,68.9,2,3,2,LOYAL,7,0
64,11,68.8,3,3,2,CHURN,8,0
155,9,68.8,2,2,2,CHURN,6,0
104,5,68.8,3,1,2,NEW,6,0
237,12,68.8,2,3,2,LOYAL,7,0
14,15,68.7,4,4,2,CHURN,10,0
434,4,68.7,1,1,2,CHURN,4,1
306,7,68.7,1,2,2,CHURN,5,1
315,8,68.6,1,2,2,CHURN,5,1
425,7,68.6,1,2,2,CHURN,5,1
55,7,68.6,4,2,2,NEW,8,0
342,8,68.5,1,2,2,CHURN,5,1
424,7,68.5,1,2,2,CHURN,5,1
157,9,68.5,2,2,2,CHURN,6,0
135,7,68.5,3,2,2,NEW,7,0
228,10,68.4,2,3,2,LOYAL,7,0
152,8,68.4,2,2,2,CHURN,6,0
134,3,68.4,3,1,2,NEW,6,0
147,9,68.4,2,2,2,CHURN,6,0
48,13,68.3,4,4,2,CHURN,10,0
147,10,68.22,2,3,2,LOYAL,7,0
165,5,68.2,2,1,2,CHURN,5,0
213,11,68.15,2,3,2,LOYAL,7,0
458,6,68.1,1,1,2,CHURN,4,1
240,14,68.1,2,4,2,LOYAL,8,0
200,9,68.0,2,2,2,CHURN,6,0
230,7,67.95,2,2,2,CHURN,6,0
41,8,67.94,4,2,2,NEW,8,0
214,8,67.9,2,2,2,CHURN,6,0
74,13,67.8,3,4,2,CHURN,9,0
154,4,67.8,2,1,2,CHURN,5,0
41,9,67.8,4,2,2,NEW,8,0
280,5,67.78,2,1,2,CHURN,5,1
276,11,67.7,2,3,2,LOYAL,7,0
41,14,67.65,4,4,2,CHURN,10,0
423,5,67.6,1,1,2,CHURN,4,1
41,11,67.56,4,3,2,CHURN,9,0
95,13,67.54,3,4,2,CHURN,9,0
279,5,67.5,2,1,2,CHURN,5,1
470,8,67.46,1,2,2,CHURN,5,1
122,11,67.45,3,3,2,CHURN,8,0
117,6,67.36,3,1,2,NEW,6,0
122,11,67.3,3,3,2,CHURN,8,0
35,10,67.3,4,3,2,CHURN,9,0
178,10,67.25,2,3,2,LOYAL,7,0
378,11,67.2,1,3,2,LOYAL,6,1
104,6,67.2,3,1,2,NEW,6,0
385,6,67.2,1,1,2,CHURN,4,1
355,7,67.15,1,2,2,CHURN,5,1
38,6,67.1,4,1,2,NEW,7,0
30,9,67.1,4,2,2,NEW,8,0
404,10,67.1,1,3,2,LOYAL,6,1
249,6,67.06,2,1,2,CHURN,5,0
101,12,67.05,3,3,2,CHURN,8,0
14,12,67.0,4,3,2,CHURN,9,0
166,6,66.9,2,1,2,CHURN,5,0
233,6,66.9,2,1,2,CHURN,5,0
115,10,66.83,3,3,2,CHURN,8,0
235,6,66.8,2,1,2,CHURN,5,0
191,12,66.7,2,3,2,LOYAL,7,0
187,8,66.7,2,2,2,CHURN,6,0
95,7,66.7,3,2,2,NEW,7,0
55,10,66.7,4,3,2,CHURN,9,0
252,8,66.7,2,2,2,CHURN,6,0
27,14,66.6,4,4,2,CHURN,10,0
15,8,66.6,4,2,2,NEW,8,0
57,8,66.5,4,2,2,NEW,8,0
19,7,66.45,4,2,2,NEW,8,0
482,9,66.4,1,2,2,CHURN,5,1
420,4,66.4,1,1,2,CHURN,4,1
231,9,66.3,2,2,2,CHURN,6,0
310,6,66.25,1,1,2,CHURN,4,1
80,6,66.2,3,1,2,NEW,6,0
2,6,66.2,4,1,2,NEW,7,0
15,12,66.2,4,3,2,CHURN,9,0
392,2,66.2,1,1,2,CHURN,4,1
145,7,66.1,2,2,2,CHURN,6,0
14,9,66.01,4,2,2,NEW,8,0
110,4,66.0,3,1,2,NEW,6,0
359,8,66.0,1,2,2,CHURN,5,1
160,5,65.9,2,1,2,CHURN,5,0
0,14,65.9,4,4,2,CHURN,10,0
596,5,65.8,1,1,2,CHURN,4,1
104,10,65.8,3,3,2,CHURN,8,0
209,12,65.76,2,3,2,LOYAL,7,0
271,4,65.75,2,1,2,CHURN,5,1
582,6,65.7,1,1,2,CHURN,4,1
343,12,65.65,1,3,2,LOYAL,6,1
81,9,65.5,3,2,2,NEW,7,0
18,8,65.5,4,2,2,NEW,8,0
184,13,65.5,2,4,2,LOYAL,8,0
207,6,65.46,2,1,2,CHURN,5,0
94,14,65.44,3,4,2,CHURN,9,0
138,11,65.44,3,3,2,CHURN,8,0
252,8,65.35,2,2,2,CHURN,6,0
115,12,65.3,3,3,2,CHURN,8,0
153,9,65.3,2,2,2,CHURN,6,0
72,7,65.3,3,2,2,NEW,7,0
590,2,65.2,1,1,2,CHURN,4,1
31,6,65.1,4,1,2,NEW,7,0
380,9,65.1,1,2,2,CHURN,5,1
191,7,65.1,2,2,2,CHURN,6,0
472,7,65.06,1,2,2,CHURN,5,1
263,12,65.0,2,3,2,LOYAL,7,0
75,6,65.0,3,1,2,NEW,6,0
229,8,64.9,2,2,2,CHURN,6,0
38,15,64.76,4,4,2,CHURN,10,0
17,7,64.7,4,2,2,NEW,8,0
51,11,64.67,4,3,2,CHURN,9,0
17,7,64.66,4,2,2,NEW,8,0
304,4,64.6,1,1,2,CHURN,4,1
76,7,64.6,3,2,2,NEW,7,0
128,11,64.5,3,3,2,CHURN,8,0
416,6,64.43,1,1,2,CHURN,4,1
76,4,64.4,3,1,2,NEW,6,0
572,8,64.35,1,2,2,CHURN,5,1
49,6,64.3,4,1,2,NEW,7,0
91,6,64.3,3,1,2,NEW,6,0
230,11,64.3,2,3,2,LOYAL,7,0
23,9,64.2,4,2,2,NEW,8,0
44,12,64.2,4,3,2,CHURN,9,0
186,2,64.2,2,1,2,CHURN,5,0
125,5,64.2,3,1,2,NEW,6,0
28,15,64.1,4,4,2,CHURN,10,0
121,7,64.1,3,2,2,NEW,7,0
1,12,64.07,4,3,2,CHURN,9,0
56,6,64.06,4,1,2,NEW,7,0
222,6,64.0,2,1,2,CHURN,5,0
325,2,63.9,1,1,2,CHURN,4,1
9,6,63.9,4,1,2,NEW,7,0
538,7,63.88,1,2,2,CHURN,5,1
118,10,63.8,3,3,2,CHURN,8,0
381,7,63.8,1,2,2,CHURN,5,1
134,9,63.8,3,2,2,NEW,7,0
161,6,63.8,2,1,2,CHURN,5,0
280,8,63.72,2,2,2,CHURN,6,0
47,9,63.7,4,2,2,NEW,8,0
446,7,63.6,1,2,2,CHURN,5,1
232,5,63.6,2,1,2,CHURN,5,0
149,13,63.6,2,4,2,LOYAL,8,0
98,10,63.6,3,3,2,CHURN,8,0
128,10,63.54,3,3,2,CHURN,8,0
308,8,63.51,1,2,2,CHURN,5,1
87,5,63.5,3,1,2,NEW,6,0
594,7,63.5,1,2,2,CHURN,5,1
199,9,63.5,2,2,2,CHURN,6,0
126,3,63.5,3,1,2,NEW,6,0
5,10,63.45,4,3,2,CHURN,9,0
564,10,63.45,1,3,2,LOYAL,6,1
330,6,63.4,1,1,2,CHURN,4,1
344,5,63.4,1,1,2,CHURN,4,1
515,6,63.4,1,1,2,CHURN,4,1
243,11,63.36,2,3,2,LOYAL,7,0
439,5,63.3,1,1,2,CHURN,4,1
484,8,63.26,1,2,2,CHURN,5,1
180,11,63.2,2,3,2,LOYAL,7,0
41,11,63.16,4,3,2,CHURN,9,0
307,6,63.1,1,1,2,CHURN,4,1
107,8,62.95,3,2,2,NEW,7,0
291,7,62.95,1,2,2,CHURN,5,1
101,8,62.9,3,2,2,NEW,7,0
445,5,62.8,1,1,2,CHURN,4,1
114,11,62.8,3,3,2,CHURN,8,0
27,8,62.8,4,2,2,NEW,8,0
339,8,62.8,1,2,2,CHURN,5,1
61,8,62.75,3,2,2,NEW,7,0
355,10,62.7,1,3,2,LOYAL,6,1
60,10,62.7,3,3,2,CHURN,8,0
85,5,62.7,3,1,2,NEW,6,0
145,12,62.65,2,3,2,LOYAL,7,0
358,6,62.64,1,1,2,CHURN,4,1
535,5,62.62,1,1,2,CHURN,4,1
262,12,62.6,2,3,2,LOYAL,7,0
122,8,62.54,3,2,2,NEW,7,0
58,12,62.5,3,3,2,CHURN,8,0
355,9,62.5,1,2,2,CHURN,5,1
31,12,62.5,4,3,2,CHURN,9,0
80,6,62.46,3,1,2,NEW,6,0
295,10,62.45,1,3,2,LOYAL,6,0
478,9,62.44,1,2,2,CHURN,5,1
8,10,62.42,4,3,2,CHURN,9,0
151,8,62.4,2,2,2,CHURN,6,0
49,11,62.4,4,3,2,CHURN,9,0
272,8,62.4,2,2,2,CHURN,6,0
175,8,62.4,2,2,2,CHURN,6,0
223,12,62.4,2,3,2,LOYAL,7,0
160,8,62.35,2,2,2,CHURN,6,0
116,8,62.3,3,2,2,NEW,7,0
77,10,62.3,3,3,2,CHURN,8,0
21,4,62.3,4,1,2,NEW,7,0
164,10,62.25,2,3,2,LOYAL,7,0
61,9,62.16,3,2,2,NEW,7,0
357,7,62.16,1,2,2,CHURN,5,1
97,11,62.1,3,3,2,CHURN,8,0
271,5,62.1,2,1,2,CHURN,5,1
46,8,62.06,4,2,2,NEW,8,0
310,10,62.05,1,3,2,LOYAL,6,1
6,10,61.9,4,3,2,CHURN,9,0
312,8,61.9,1,2,2,CHURN,5,1
170,6,61.9,2,1,2,CHURN,5,0
201,17,61.82,2,4,2,LOYAL,8,0
134,4,61.8,3,1,2,NEW,6,0
340,8,61.8,1,2,2,CHURN,5,1
336,11,61.79,1,3,2,LOYAL,6,1
31,9,61.75,4,2,2,NEW,8,0
97,8,61.74,3,2,2,NEW,7,0
270,12,61.74,2,3,2,LOYAL,7,0
360,6,61.7,1,1,2,CHURN,4,1
94,8,61.6,3,2,2,NEW,7,0
161,10,61.6,2,3,2,LOYAL,7,0
30,10,61.6,4,3,2,CHURN,9,0
79,11,61.55,3,3,2,CHURN,8,0
136,11,61.54,3,3,2,CHURN,8,0
21,9,61.5,4,2,2,NEW,8,0
93,12,61.5,3,3,2,CHURN,8,0
44,10,61.42,4,3,2,CHURN,9,0
188,8,61.42,2,2,2,CHURN,6,0
63,15,61.4,3,4,2,CHURN,9,0
84,13,61.4,3,4,2,CHURN,9,0
42,7,61.4,4,2,2,NEW,8,0
46,8,61.4,4,2,2,NEW,8,0
44,8,61.4,4,2,2,NEW,8,0
373,10,61.34,1,3,2,LOYAL,6,1
342,6,61.3,1,1,2,CHURN,4,1
125,8,61.3,3,2,2,NEW,7,0
343,5,61.3,1,1,2,CHURN,4,1
3,9,61.25,4,2,2,NEW,8,0
256,6,61.2,2,1,2,CHURN,5,0
260,13,61.14,2,4,2,LOYAL,8,0
48,8,61.1,4,2,2,NEW,8,0
431,5,61.1,1,1,2,CHURN,4,1
133,11,61.05,3,3,2,CHURN,8,0
475,8,60.94,1,2,2,CHURN,5,1
188,6,60.9,2,1,2,CHURN,5,0
90,7,60.9,3,2,2,NEW,7,0
233,9,60.9,2,2,2,CHURN,6,0
420,7,60.9,1,2,2,CHURN,5,1
205,6,60.9,2,1,2,CHURN,5,0
130,4,60.86,3,1,2,NEW,6,0
97,9,60.85,3,2,2,NEW,7,0
164,5,60.8,2,1,2,CHURN,5,0
156,7,60.8,2,2,2,CHURN,6,0
153,7,60.8,2,2,2,CHURN,6,0
28,11,60.8,4,3,2,CHURN,9,0
338,8,60.7,1,2,2,CHURN,5,1
306,6,60.7,1,1,2,CHURN,4,1
53,12,60.7,4,3,2,CHURN,9,0
190,13,60.7,2,4,2,LOYAL,8,0
159,9,60.7,2,2,2,CHURN,6,0
323,8,60.65,1,2,2,CHURN,5,1
1,8,60.65,4,2,2,NEW,8,0
406,8,60.62,1,2,2,CHURN,5,1
358,7,60.6,1,2,2,CHURN,5,1
32,10,60.55,4,3,2,CHURN,9,0
148,7,60.54,2,2,2,CHURN,6,0
419,8,60.4,1,2,2,CHURN,5,1
253,6,60.4,2,1,2,CHURN,5,0
84,12,60.4,3,3,2,CHURN,8,0
242,8,60.4,2,2,2,CHURN,6,0
294,9,60.36,1,2,2,CHURN,5,1
330,10,60.36,1,3,2,LOYAL,6,1
80,11,60.3,3,3,2,CHURN,8,0
423,9,60.22,1,2,2,CHURN,5,1
53,6,60.14,4,1,2,NEW,7,0
257,9,60.05,2,2,2,CHURN,6,0
130,12,60.0,3,3,2,CHURN,8,0
97,8,60.0,3,2,2,NEW,7,0
59,8,60.0,3,2,2,NEW,7,0
243,8,60.0,2,2,2,CHURN,6,0
155,8,59.94,2,2,2,CHURN,6,0
88,10,59.9,3,3,2,CHURN,8,0
234,8,59.9,2,2,2,CHURN,6,0
80,4,59.9,3,1,2,NEW,6,0
322,11,59.9,1,3,2,LOYAL,6,1
180,12,59.8,2,3,2,LOYAL,7,0
303,5,59.8,1,1,2,CHURN,4,1
412,10,59.75,1,3,2,LOYAL,6,1
137,6,59.7,3,1,2,NEW,6,0
236,7,59.7,2,2,2,CHURN,6,0
36,11,59.6,4,3,2,CHURN,9,0
218,8,59.6,2,2,2,CHURN,6,0
448,7,59.52,1,2,2,CHURN,5,1
269,6,59.5,2,1,2,CHURN,5,1
283,6,59.5,1,1,2,CHURN,4,1
571,6,59.45,1,1,2,CHURN,4,1
307,8,59.42,1,2,2,CHURN,5,1
134,7,59.4,3,2,2,NEW,7,0
454,8,59.4,1,2,2,CHURN,5,1
3,7,59.3,4,2,2,NEW,8,0
53,7,59.3,4,2,2,NEW,8,0
29,7,59.22,4,2,2,NEW,8,0
101,10,59.21,3,3,2,CHURN,8,0
352,8,59.2,1,2,2,CHURN,5,1
590,6,59.2,1,1,2,CHURN,4,1
380,8,59.2,1,2,2,CHURN,5,1
158,7,59.1,2,2,2,CHURN,6,0
346,7,59.1,1,2,2,CHURN,5,1
16,6,59.1,4,1,2,NEW,7,0
25,10,59.1,4,3,2,CHURN,9,0
460,7,59.1,1,2,2,CHURN,5,1
49,3,59.1,4,1,2,NEW,7,0
75,6,59.04,3,1,2,NEW,6,0
134,10,59.0,3,3,2,CHURN,8,0
217,6,59.0,2,1,2,CHURN,5,0
318,7,58.95,1,2,2,CHURN,5,1
354,6,58.9,1,1,2,CHURN,4,1
280,10,58.9,2,3,2,LOYAL,7,0
275,8,58.9,2,2,2,CHURN,6,0
173,8,58.76,2,2,2,CHURN,6,0
30,9,58.75,4,2,2,NEW,8,0
94,8,58.72,3,2,2,NEW,7,0
536,6,58.7,1,1,2,CHURN,4,1
353,7,58.7,1,2,2,CHURN,5,1
